cohort_year,days_since_first_purchase,purchase_year,num_customers,total_revenue,revenue_per_customer
2016,752,2018,1,230.26,230.26
2016,753,2018,1,4768.27,4768.27
2016,754,2018,1,2796.00,2796.00
2016,755,2018,1,110.62,110.62
2016,757,2018,1,485.44,485.44
2016,759,2018,1,1360.40,1360.40
2016,760,2018,1,12129.62,12129.62
2016,761,2018,2,3874.62,1937.31
2016,763,2018,1,718.28,718.28
2016,764,2018,1,5077.44,5077.44
2016,765,2018,1,3681.87,3681.87
2016,766,2018,2,1215.55,607.77
2016,767,2018,3,5464.46,1821.49
2016,768,2018,2,21224.95,10612.47
2016,769,2018,2,5461.41,2730.70
2016,770,2018,1,457.69,457.69
2016,774,2018,1,329.85,329.85
2016,776,2018,1,2572.61,2572.61
2016,777,2018,2,407.28,203.64
2016,779,2018,2,1653.92,826.96
2016,780,2018,1,296.97,296.97
2016,782,2018,1,8452.88,8452.88
2016,783,2018,1,1009.94,1009.94
2016,784,2018,1,484.14,484.14
2016,786,2018,1,320.74,320.74
2016,787,2018,2,9790.61,4895.30
2016,789,2018,2,15539.00,7769.50
2016,793,2018,2,1427.99,713.99
2016,802,2018,3,8423.35,2807.78
2016,803,2018,2,11830.90,5915.45
2016,804,2018,2,11615.75,5807.88
2016,806,2018,1,15434.20,15434.20
2016,809,2018,1,3210.29,3210.29
2016,810,2018,3,2818.99,939.66
2016,811,2018,1,1302.70,1302.70
2016,814,2018,1,3123.04,3123.04
2016,815,2018,1,352.43,352.43
2016,816,2018,2,597.08,298.54
2016,817,2018,1,60.33,60.33
2016,818,2018,1,9003.24,9003.24
2016,820,2018,2,17178.63,8589.31
2016,821,2018,1,5771.03,5771.03
2016,823,2018,1,791.03,791.03
2016,824,2018,1,1205.25,1205.25
2016,827,2018,2,12484.13,6242.06
2016,828,2018,1,591.30,591.30
2016,832,2018,1,1149.99,1149.99
2016,833,2018,1,5477.84,5477.84
2016,834,2018,3,14755.66,4918.55
2016,836,2018,2,2547.11,1273.55
2016,839,2018,1,531.11,531.11
2016,840,2018,1,512.46,512.46
2016,841,2018,2,4901.23,2450.62
2016,842,2018,1,1661.35,1661.35
2016,844,2018,2,5645.34,2822.67
2016,846,2018,2,4389.83,2194.92
2016,847,2018,1,74.57,74.57
2016,848,2018,1,23.05,23.05
2016,850,2018,2,1050.85,525.42
2016,851,2018,1,78.64,78.64
2016,855,2018,2,7498.90,3749.45
2016,856,2018,1,17600.79,17600.79
2016,857,2018,1,826.44,826.44
2016,858,2018,1,622.20,622.20
2016,859,2018,1,1327.56,1327.56
2016,860,2018,1,60.94,60.94
2016,861,2018,2,10316.53,5158.27
2016,867,2018,1,6264.52,6264.52
2016,868,2018,1,765.50,765.50
2016,870,2018,1,2878.73,2878.73
2016,871,2018,1,495.42,495.42
2016,872,2018,3,3447.97,1149.32
2016,875,2018,1,1904.76,1904.76
2016,876,2018,2,2325.22,1162.61
2016,878,2018,1,72.21,72.21
2016,885,2018,1,14247.70,14247.70
2016,887,2018,1,5813.43,5813.43
2016,890,2018,1,511.98,511.98
2016,891,2018,2,2845.73,1422.86
2016,892,2018,1,1174.57,1174.57
2016,895,2018,1,6841.91,6841.91
2016,896,2018,1,1335.47,1335.47
2016,897,2018,2,2231.75,1115.88
2016,898,2018,1,455.35,455.35
2016,909,2018,1,1299.81,1299.81
2016,910,2018,1,1812.30,1812.30
2016,911,2018,1,58.77,58.77
2016,914,2018,1,510.41,510.41
2016,917,2018,1,215.48,215.48
2016,919,2018,1,8385.63,8385.63
2016,922,2018,1,645.82,645.82
2016,923,2018,1,160.38,160.38
2016,924,2018,4,8041.87,2010.47
2016,926,2018,1,178.02,178.02
2016,927,2018,1,17600.79,17600.79
2016,928,2018,1,36.60,36.60
2016,931,2018,1,466.18,466.18
2016,935,2018,2,12966.47,6483.24
2016,937,2018,1,194.88,194.88
2016,939,2018,1,2038.52,2038.52
2016,940,2018,1,1904.76,1904.76
2016,942,2018,2,8898.21,4449.10
2016,943,2018,1,3417.01,3417.01
2016,944,2018,1,26.01,26.01
2016,945,2018,2,6676.17,3338.08
2016,947,2018,2,10421.20,5210.60
2016,948,2018,2,4993.13,2496.57
2016,950,2018,2,1391.07,695.54
2016,951,2018,3,3127.81,1042.60
2016,952,2018,1,2561.15,2561.15
2016,954,2018,1,5802.60,5802.60
2016,955,2018,1,1164.19,1164.19
2016,960,2018,1,3092.91,3092.91
2016,961,2018,1,854.25,854.25
2016,964,2018,1,15.81,15.81
2016,965,2018,1,12156.94,12156.94
2016,966,2018,1,11.02,11.02
2016,967,2018,1,708.42,708.42
2016,970,2018,2,4968.33,2484.17
2016,972,2018,1,3010.84,3010.84
2016,975,2018,1,3282.59,3282.59
2016,976,2018,1,2320.97,2320.97
2016,977,2018,1,3547.44,3547.44
2016,978,2018,2,11284.77,5642.39
2016,980,2018,1,945.27,945.27
2016,981,2018,1,3560.16,3560.16
2016,986,2018,1,290.96,290.96
2016,996,2018,1,1278.31,1278.31
2016,997,2018,1,2698.48,2698.48
2016,1004,2018,1,2991.03,2991.03
2016,1009,2018,1,220.94,220.94
2016,1012,2018,1,565.60,565.60
2016,1013,2018,1,12051.55,12051.55
2016,1014,2018,1,736.72,736.72
2016,1025,2018,1,243.56,243.56
2016,1029,2018,1,725.83,725.83
2016,1030,2018,1,1333.95,1333.95
2016,1036,2018,1,1225.13,1225.13
2016,1040,2018,1,44982.00,44982.00
2016,1041,2018,1,88.97,88.97
2016,1042,2018,1,4164.81,4164.81
2016,1049,2018,1,11753.82,11753.82
2016,1050,2018,1,71.23,71.23
2016,1058,2018,1,194.74,194.74
2016,1062,2018,1,2401.94,2401.94
2016,1064,2018,1,214.73,214.73
2016,1069,2018,1,11269.12,11269.12
2016,1088,2018,1,2716.42,2716.42
2016,1089,2018,1,838.50,838.50
2016,1093,2018,1,2688.45,2688.45
2016,737,2019,1,224.64,224.64
2016,746,2019,1,407.24,407.24
2016,753,2019,1,4896.44,4896.44
2016,759,2019,1,4237.81,4237.81
2016,760,2019,1,4087.24,4087.24
2016,768,2019,2,3007.05,1503.52
2016,772,2019,1,20235.92,20235.92
2016,773,2019,1,327.26,327.26
2016,779,2019,1,2438.70,2438.70
2016,780,2019,1,3228.08,3228.08
2016,787,2019,1,184.87,184.87
2016,789,2019,1,2711.05,2711.05
2016,793,2019,1,3676.00,3676.00
2016,794,2019,2,3297.35,1648.67
2016,795,2019,1,4467.84,4467.84
2016,798,2019,1,2524.70,2524.70
2016,800,2019,2,3330.27,1665.13
2016,803,2019,1,3.87,3.87
2016,806,2019,1,4608.11,4608.11
2016,813,2019,2,3078.33,1539.17
2016,816,2019,1,729.09,729.09
2016,818,2019,2,5583.12,2791.56
2016,825,2019,1,7316.72,7316.72
2016,826,2019,1,13939.44,13939.44
2016,830,2019,2,4995.82,2497.91
2016,831,2019,1,230.58,230.58
2016,832,2019,1,391.18,391.18
2016,834,2019,1,111.36,111.36
2016,835,2019,2,13769.50,6884.75
2016,838,2019,1,600.82,600.82
2016,842,2019,2,10644.04,5322.02
2016,843,2019,1,29.28,29.28
2016,847,2019,1,4548.60,4548.60
2016,852,2019,1,9222.03,9222.03
2016,854,2019,2,4320.81,2160.40
2016,857,2019,1,3796.39,3796.39
2016,860,2019,1,837.12,837.12
2016,862,2019,1,2106.70,2106.70
2016,864,2019,1,19208.59,19208.59
2016,865,2019,1,344.86,344.86
2016,867,2019,1,19.87,19.87
2016,871,2019,1,252.18,252.18
2016,875,2019,1,8396.96,8396.96
2016,878,2019,1,1190.78,1190.78
2016,879,2019,1,1436.75,1436.75
2016,880,2019,1,1505.64,1505.64
2016,883,2019,1,269.35,269.35
2016,885,2019,1,3810.41,3810.41
2016,893,2019,2,2820.09,1410.05
2016,894,2019,2,12331.92,6165.96
2016,895,2019,1,11572.17,11572.17
2016,897,2019,1,1999.60,1999.60
2016,900,2019,2,140.18,70.09
2016,905,2019,1,1851.11,1851.11
2016,907,2019,1,1075.26,1075.26
2016,909,2019,1,7452.38,7452.38
2016,910,2019,1,793.80,793.80
2016,912,2019,3,16333.53,5444.51
2016,913,2019,1,5828.72,5828.72
2016,916,2019,1,7.82,7.82
2016,917,2019,1,12878.39,12878.39
2016,918,2019,2,3011.44,1505.72
2016,919,2019,1,631.29,631.29
2016,920,2019,4,7328.53,1832.13
2016,921,2019,1,1229.15,1229.15
2016,922,2019,2,30744.65,15372.32
2016,923,2019,1,1052.51,1052.51
2016,924,2019,2,4068.91,2034.45
2016,925,2019,1,1858.21,1858.21
2016,926,2019,1,527.19,527.19
2016,927,2019,1,41.50,41.50
2016,928,2019,1,18977.80,18977.80
2016,929,2019,1,75.17,75.17
2016,931,2019,2,6486.45,3243.22
2016,934,2019,1,4794.78,4794.78
2016,935,2019,1,6999.91,6999.91
2016,937,2019,1,342.00,342.00
2016,939,2019,1,13044.78,13044.78
2016,941,2019,1,800.05,800.05
2016,944,2019,1,655.93,655.93
2016,945,2019,1,443.16,443.16
2016,948,2019,1,317.95,317.95
2016,950,2019,1,4777.48,4777.48
2016,951,2019,1,2498.60,2498.60
2016,952,2019,2,4236.55,2118.28
2016,957,2019,2,6432.46,3216.23
2016,960,2019,5,7393.89,1478.78
2016,961,2019,1,11783.53,11783.53
2016,962,2019,2,9465.92,4732.96
2016,963,2019,2,3749.59,1874.80
2016,964,2019,2,1818.78,909.39
2016,965,2019,2,14383.90,7191.95
2016,966,2019,3,6561.38,2187.13
2016,967,2019,2,1247.75,623.88
2016,969,2019,2,9330.63,4665.31
2016,970,2019,1,824.05,824.05
2016,971,2019,1,3677.52,3677.52
2016,974,2019,1,5032.80,5032.80
2016,975,2019,2,15287.04,7643.52
2016,978,2019,3,3705.11,1235.04
2016,979,2019,2,4853.06,2426.53
2016,980,2019,1,10337.19,10337.19
2016,981,2019,2,5085.27,2542.63
2016,985,2019,1,5658.81,5658.81
2016,986,2019,1,1814.76,1814.76
2016,987,2019,1,143.33,143.33
2016,989,2019,1,42380.69,42380.69
2016,990,2019,3,7876.89,2625.63
2016,991,2019,1,1446.61,1446.61
2016,997,2019,1,1386.64,1386.64
2016,999,2019,1,2943.47,2943.47
2016,1001,2019,1,1398.25,1398.25
2016,1002,2019,2,6545.21,3272.60
2016,1003,2019,1,6030.88,6030.88
2016,1004,2019,1,486.73,486.73
2016,1005,2019,1,1240.22,1240.22
2016,1008,2019,4,11396.83,2849.21
2016,1009,2019,1,31.64,31.64
2016,1011,2019,1,1785.55,1785.55
2016,1012,2019,3,1575.72,525.24
2016,1014,2019,1,940.82,940.82
2016,1015,2019,2,3667.30,1833.65
2016,1016,2019,2,4725.55,2362.77
2016,1017,2019,1,1078.15,1078.15
2016,1018,2019,1,1231.85,1231.85
2016,1019,2019,1,4947.35,4947.35
2016,1020,2019,2,1127.71,563.85
2016,1021,2019,1,534.98,534.98
2016,1022,2019,1,3308.61,3308.61
2016,1023,2019,1,7775.10,7775.10
2016,1024,2019,2,12746.62,6373.31
2016,1025,2019,1,2923.68,2923.68
2016,1026,2019,1,2019.94,2019.94
2016,1028,2019,3,12816.25,4272.08
2016,1029,2019,2,10900.53,5450.27
2016,1031,2019,1,4275.72,4275.72
2016,1032,2019,1,3796.39,3796.39
2016,1035,2019,3,11260.88,3753.63
2016,1036,2019,1,3868.33,3868.33
2016,1037,2019,1,9971.75,9971.75
2016,1038,2019,1,2664.05,2664.05
2016,1039,2019,1,2159.60,2159.60
2016,1040,2019,1,774.42,774.42
2016,1041,2019,1,3504.08,3504.08
2016,1043,2019,3,6199.21,2066.40
2016,1048,2019,1,1578.45,1578.45
2016,1049,2019,2,4058.95,2029.47
2016,1050,2019,2,1460.72,730.36
2016,1051,2019,1,82.64,82.64
2016,1053,2019,1,1966.05,1966.05
2016,1055,2019,1,1593.88,1593.88
2016,1056,2019,1,39436.53,39436.53
2016,1057,2019,1,5814.00,5814.00
2016,1058,2019,1,3971.75,3971.75
2016,1060,2019,2,5711.71,2855.85
2016,1061,2019,1,4422.48,4422.48
2016,1063,2019,1,947.89,947.89
2016,1064,2019,4,23710.87,5927.72
2016,1065,2019,1,2188.57,2188.57
2016,1066,2019,1,65.90,65.90
2016,1067,2019,2,9924.80,4962.40
2016,1068,2019,1,1772.36,1772.36
2016,1069,2019,2,14014.72,7007.36
2016,1071,2019,1,2912.66,2912.66
2016,1072,2019,4,16268.97,4067.24
2016,1074,2019,1,286.69,286.69
2016,1076,2019,3,6288.53,2096.18
2016,1078,2019,3,4687.86,1562.62
2016,1079,2019,1,473.45,473.45
2016,1080,2019,2,15436.52,7718.26
2016,1081,2019,2,2327.49,1163.75
2016,1082,2019,2,2829.52,1414.76
2016,1084,2019,1,4554.96,4554.96
2016,1085,2019,1,114.51,114.51
2016,1088,2019,3,906.96,302.32
2016,1089,2019,1,11029.08,11029.08
2016,1090,2019,1,11029.08,11029.08
2016,1091,2019,2,15820.88,7910.44
2016,1092,2019,2,2417.21,1208.60
2016,1093,2019,3,7639.94,2546.65
2016,1094,2019,1,15.40,15.40
2016,1097,2019,3,3920.18,1306.73
2016,1099,2019,2,1657.18,828.59
2016,1100,2019,3,8955.50,2985.17
2016,1101,2019,4,42351.07,10587.77
2016,1102,2019,2,2168.51,1084.26
2016,1103,2019,1,1153.24,1153.24
2016,1105,2019,1,2188.57,2188.57
2016,1106,2019,2,713.57,356.78
2016,1107,2019,2,4579.01,2289.51
2016,1110,2019,1,3243.02,3243.02
2016,1111,2019,2,2728.54,1364.27
2016,1115,2019,1,8331.67,8331.67
2016,1116,2019,1,8.05,8.05
2016,1117,2019,1,1001.74,1001.74
2016,1118,2019,2,20025.33,10012.67
2016,1119,2019,5,10907.56,2181.51
2016,1120,2019,2,11597.72,5798.86
2016,1122,2019,1,2661.27,2661.27
2016,1123,2019,1,450.66,450.66
2016,1124,2019,1,1747.75,1747.75
2016,1125,2019,1,309.42,309.42
2016,1126,2019,2,3933.31,1966.65
2016,1127,2019,1,1686.43,1686.43
2016,1128,2019,2,3606.22,1803.11
2016,1129,2019,1,18063.48,18063.48
2016,1132,2019,1,5342.07,5342.07
2016,1133,2019,1,1920.28,1920.28
2016,1134,2019,2,1650.82,825.41
2016,1135,2019,1,18063.48,18063.48
2016,1136,2019,1,199.88,199.88
2016,1137,2019,1,9256.59,9256.59
2016,1138,2019,2,1169.22,584.61
2016,1140,2019,2,5268.48,2634.24
2016,1141,2019,2,4376.07,2188.03
2016,1143,2019,1,1126.76,1126.76
2016,1144,2019,1,5338.16,5338.16
2016,1145,2019,1,799.09,799.09
2016,1147,2019,3,69647.59,23215.86
2016,1149,2019,1,1714.71,1714.71
2016,1150,2019,1,17.96,17.96
2016,1151,2019,3,4583.88,1527.96
2016,1153,2019,2,692.74,346.37
2016,1154,2019,1,1418.94,1418.94
2016,1156,2019,3,4571.78,1523.93
2016,1157,2019,2,1692.27,846.13
2016,1159,2019,1,18063.48,18063.48
2016,1160,2019,3,18928.64,6309.55
2016,1161,2019,1,2461.69,2461.69
2016,1162,2019,1,1485.41,1485.41
2016,1164,2019,1,278.70,278.70
2016,1165,2019,3,14184.40,4728.13
2016,1170,2019,1,5487.85,5487.85
2016,1171,2019,2,705.31,352.66
2016,1174,2019,1,654.31,654.31
2016,1175,2019,2,603.82,301.91
2016,1176,2019,2,5621.94,2810.97
2016,1179,2019,1,66.09,66.09
2016,1180,2019,1,298.59,298.59
2016,1181,2019,3,11756.07,3918.69
2016,1182,2019,2,4614.53,2307.26
2016,1183,2019,3,7897.95,2632.65
2016,1186,2019,1,988.55,988.55
2016,1187,2019,1,1682.68,1682.68
2016,1190,2019,3,7461.50,2487.17
2016,1191,2019,2,2269.18,1134.59
2016,1194,2019,3,13271.44,4423.81
2016,1195,2019,1,2214.00,2214.00
2016,1196,2019,1,1220.84,1220.84
2016,1197,2019,1,29.05,29.05
2016,1199,2019,1,3672.00,3672.00
2016,1202,2019,1,3026.78,3026.78
2016,1203,2019,1,75.16,75.16
2016,1204,2019,4,17608.75,4402.19
2016,1206,2019,1,4867.14,4867.14
2016,1209,2019,1,11029.08,11029.08
2016,1211,2019,1,14262.77,14262.77
2016,1212,2019,1,3292.09,3292.09
2016,1213,2019,2,4743.55,2371.78
2016,1214,2019,1,415.36,415.36
2016,1219,2019,2,3403.83,1701.92
2016,1220,2019,2,4144.34,2072.17
2016,1222,2019,1,1702.47,1702.47
2016,1223,2019,2,9347.87,4673.94
2016,1224,2019,1,122.40,122.40
2016,1225,2019,1,76.08,76.08
2016,1227,2019,3,6613.09,2204.36
2016,1230,2019,2,3895.07,1947.54
2016,1232,2019,2,5827.37,2913.69
2016,1237,2019,2,13432.13,6716.07
2016,1239,2019,2,1467.96,733.98
2016,1240,2019,2,3063.90,1531.95
2016,1243,2019,1,109.05,109.05
2016,1244,2019,1,1274.04,1274.04
2016,1248,2019,4,4599.29,1149.82
2016,1250,2019,2,4930.87,2465.44
2016,1252,2019,2,241.45,120.72
2016,1253,2019,1,4640.61,4640.61
2016,1254,2019,1,4280.53,4280.53
2016,1255,2019,1,540.86,540.86
2016,1256,2019,1,331.15,331.15
2016,1257,2019,2,6317.12,3158.56
2016,1260,2019,1,7991.41,7991.41
2016,1262,2019,1,113.47,113.47
2016,1264,2019,2,4289.13,2144.56
2016,1266,2019,1,943.26,943.26
2016,1267,2019,3,8407.27,2802.42
2016,1271,2019,1,4393.05,4393.05
2016,1272,2019,1,988.55,988.55
2016,1274,2019,1,11029.08,11029.08
2016,1277,2019,1,9256.59,9256.59
2016,1279,2019,1,1357.58,1357.58
2016,1280,2019,1,3400.05,3400.05
2016,1284,2019,1,1206.70,1206.70
2016,1285,2019,1,15668.02,15668.02
2016,1287,2019,1,1295.21,1295.21
2016,1288,2019,1,447.05,447.05
2016,1289,2019,1,516.76,516.76
2016,1290,2019,1,1738.52,1738.52
2016,1295,2019,3,19273.26,6424.42
2016,1300,2019,1,336.39,336.39
2016,1305,2019,1,1205.28,1205.28
2016,1309,2019,1,3585.14,3585.14
2016,1310,2019,1,6455.47,6455.47
2016,1311,2019,1,13536.17,13536.17
2016,1313,2019,1,19380.00,19380.00
2016,1317,2019,1,2681.28,2681.28
2016,1318,2019,2,222.73,111.36
2016,1320,2019,1,2586.40,2586.40
2016,1322,2019,1,2605.50,2605.50
2016,1324,2019,2,24410.76,12205.38
2016,1325,2019,2,10064.51,5032.25
2016,1335,2019,2,4929.64,2464.82
2016,1337,2019,1,16611.53,16611.53
2016,1339,2019,1,2067.05,2067.05
2016,1340,2019,1,280.04,280.04
2016,1341,2019,1,4546.53,4546.53
2016,1343,2019,1,1410.16,1410.16
2016,1353,2019,1,8689.01,8689.01
2016,1354,2019,1,2099.44,2099.44
2016,1361,2019,1,3360.88,3360.88
2016,1373,2019,1,1012.85,1012.85
2016,1376,2019,1,5722.16,5722.16
2016,1378,2019,1,5338.16,5338.16
2016,1379,2019,2,16089.49,8044.75
2016,1381,2019,1,5623.61,5623.61
2016,1382,2019,1,72.12,72.12
2016,1385,2019,1,583.02,583.02
2016,1391,2019,1,622.03,622.03
2016,1396,2019,1,2741.40,2741.40
2016,1397,2019,1,11681.47,11681.47
2016,1398,2019,1,4329.86,4329.86
2016,1409,2019,1,4189.17,4189.17
2016,1414,2019,1,255.26,255.26
2016,1426,2019,1,1098.39,1098.39
2016,1445,2019,1,3701.21,3701.21
2016,1116,2020,1,1110.52,1110.52
2016,1125,2020,1,26.50,26.50
2016,1139,2020,1,72.74,72.74
2016,1141,2020,1,1018.86,1018.86
2016,1147,2020,2,394.04,197.02
2016,1153,2020,1,39.23,39.23
2016,1154,2020,1,5935.14,5935.14
2016,1156,2020,1,607.12,607.12
2016,1160,2020,1,890.51,890.51
2016,1168,2020,1,1907.37,1907.37
2016,1172,2020,3,6408.74,2136.25
2016,1174,2020,1,1259.48,1259.48
2016,1179,2020,1,5893.76,5893.76
2016,1182,2020,1,1222.01,1222.01
2016,1185,2020,1,140.85,140.85
2016,1190,2020,1,1946.36,1946.36
2016,1202,2020,2,4077.61,2038.80
2016,1203,2020,1,1453.03,1453.03
2016,1205,2020,1,140.49,140.49
2016,1207,2020,1,1804.35,1804.35
2016,1210,2020,1,3946.27,3946.27
2016,1211,2020,1,9848.82,9848.82
2016,1213,2020,1,2356.20,2356.20
2016,1217,2020,2,9512.59,4756.30
2016,1224,2020,2,4964.41,2482.20
2016,1231,2020,1,445.88,445.88
2016,1232,2020,1,2716.28,2716.28
2016,1238,2020,1,207.99,207.99
2016,1240,2020,2,1680.44,840.22
2016,1241,2020,1,4322.91,4322.91
2016,1245,2020,2,4632.77,2316.39
2016,1247,2020,1,1146.38,1146.38
2016,1248,2020,1,77.83,77.83
2016,1249,2020,2,5432.53,2716.26
2016,1250,2020,1,18.21,18.21
2016,1255,2020,1,505.07,505.07
2016,1257,2020,3,11808.36,3936.12
2016,1266,2020,2,10133.42,5066.71
2016,1267,2020,1,4.08,4.08
2016,1276,2020,1,986.79,986.79
2016,1278,2020,2,3482.20,1741.10
2016,1280,2020,2,14479.20,7239.60
2016,1283,2020,2,3904.59,1952.30
2016,1286,2020,1,2591.32,2591.32
2016,1288,2020,1,3593.86,3593.86
2016,1290,2020,1,1737.46,1737.46
2016,1291,2020,1,325.81,325.81
2016,1293,2020,1,940.36,940.36
2016,1301,2020,2,152.45,76.23
2016,1302,2020,1,408.57,408.57
2016,1307,2020,4,29020.93,7255.23
2016,1309,2020,1,3000.19,3000.19
2016,1315,2020,3,3662.46,1220.82
2016,1318,2020,1,7651.62,7651.62
2016,1320,2020,1,1022.69,1022.69
2016,1327,2020,1,722.13,722.13
2016,1328,2020,1,2791.37,2791.37
2016,1331,2020,1,285.23,285.23
2016,1333,2020,3,4249.05,1416.35
2016,1334,2020,1,526.32,526.32
2016,1335,2020,1,67.10,67.10
2016,1337,2020,1,1273.22,1273.22
2016,1338,2020,1,2546.34,2546.34
2016,1340,2020,1,4460.45,4460.45
2016,1341,2020,2,8504.43,4252.22
2016,1344,2020,1,1630.55,1630.55
2016,1346,2020,1,3553.68,3553.68
2016,1347,2020,1,1250.61,1250.61
2016,1348,2020,1,54.06,54.06
2016,1351,2020,1,495.88,495.88
2016,1354,2020,1,1787.85,1787.85
2016,1355,2020,1,9.90,9.90
2016,1356,2020,1,922.86,922.86
2016,1358,2020,1,1128.22,1128.22
2016,1360,2020,1,310.95,310.95
2016,1361,2020,1,479.92,479.92
2016,1362,2020,2,4663.93,2331.97
2016,1364,2020,1,2990.84,2990.84
2016,1365,2020,1,3889.06,3889.06
2016,1366,2020,1,1627.99,1627.99
2016,1367,2020,1,3113.05,3113.05
2016,1368,2020,1,2479.10,2479.10
2016,1370,2020,1,16958.16,16958.16
2016,1371,2020,1,52.07,52.07
2016,1373,2020,1,205.66,205.66
2016,1377,2020,1,45.18,45.18
2016,1378,2020,1,3434.52,3434.52
2016,1379,2020,1,586.41,586.41
2016,1382,2020,1,121.79,121.79
2016,1389,2020,2,3371.07,1685.54
2016,1390,2020,1,1739.83,1739.83
2016,1394,2020,2,630.05,315.02
2016,1395,2020,2,3388.55,1694.28
2016,1396,2020,2,1209.06,604.53
2016,1400,2020,1,21.34,21.34
2016,1401,2020,1,3676.93,3676.93
2016,1402,2020,1,3294.49,3294.49
2016,1404,2020,1,1085.73,1085.73
2016,1407,2020,1,996.83,996.83
2016,1411,2020,1,74.80,74.80
2016,1412,2020,1,495.81,495.81
2016,1413,2020,1,537.76,537.76
2016,1421,2020,1,1725.74,1725.74
2016,1430,2020,1,11702.19,11702.19
2016,1431,2020,1,384.98,384.98
2016,1432,2020,1,914.10,914.10
2016,1437,2020,1,1379.70,1379.70
2016,1438,2020,1,1006.09,1006.09
2016,1443,2020,1,104.88,104.88
2016,1450,2020,1,54.91,54.91
2016,1451,2020,1,240.22,240.22
2016,1453,2020,1,1319.29,1319.29
2016,1455,2020,1,1605.82,1605.82
2016,1457,2020,1,7962.57,7962.57
2016,1459,2020,1,2714.13,2714.13
2016,1463,2020,1,1968.14,1968.14
2016,1465,2020,1,2521.49,2521.49
2016,1467,2020,1,1595.96,1595.96
2016,1469,2020,1,2861.99,2861.99
2016,1471,2020,1,6149.64,6149.64
2016,1472,2020,3,3563.65,1187.88
2016,1474,2020,1,539.96,539.96
2016,1475,2020,1,161.90,161.90
2016,1477,2020,1,1799.99,1799.99
2016,1482,2020,1,29.76,29.76
2016,1485,2020,1,3958.65,3958.65
2016,1486,2020,1,23.98,23.98
2016,1489,2020,1,231.39,231.39
2016,1493,2020,1,1117.59,1117.59
2016,1495,2020,1,4457.81,4457.81
2016,1496,2020,2,4925.59,2462.79
2016,1497,2020,2,395.66,197.83
2016,1498,2020,2,2579.71,1289.86
2016,1499,2020,1,2226.81,2226.81
2016,1502,2020,1,166.49,166.49
2016,1509,2020,1,7222.05,7222.05
2016,1516,2020,1,309.60,309.60
2016,1522,2020,1,486.46,486.46
2016,1526,2020,2,9384.43,4692.21
2016,1528,2020,1,85.37,85.37
2016,1529,2020,1,924.68,924.68
2016,1536,2020,1,303.01,303.01
2016,1540,2020,1,9848.82,9848.82
2016,1545,2020,2,10188.26,5094.13
2016,1547,2020,1,1937.66,1937.66
2016,1550,2020,1,6865.13,6865.13
2016,1553,2020,1,122.25,122.25
2016,1554,2020,1,368.80,368.80
2016,1557,2020,1,9163.94,9163.94
2016,1561,2020,1,1700.88,1700.88
2016,1564,2020,1,2838.75,2838.75
2016,1565,2020,1,373.83,373.83
2016,1567,2020,1,2595.02,2595.02
2016,1568,2020,1,1750.43,1750.43
2016,1577,2020,1,214.45,214.45
2016,1588,2020,1,1217.43,1217.43
2016,1589,2020,1,23209.00,23209.00
2016,1602,2020,1,7058.50,7058.50
2016,1603,2020,1,29630.93,29630.93
2016,1614,2020,1,202.74,202.74
2016,1616,2020,1,5928.37,5928.37
2016,1617,2020,1,1674.14,1674.14
2016,1625,2020,1,1308.15,1308.15
2016,1637,2020,1,360.75,360.75
2016,1641,2020,1,1693.95,1693.95
2016,1644,2020,1,4545.61,4545.61
2016,1645,2020,1,1459.78,1459.78
2016,1672,2020,1,2317.60,2317.60
2016,1692,2020,1,1848.82,1848.82
2016,1698,2020,1,37.75,37.75
2016,1735,2020,1,2489.52,2489.52
2016,1745,2020,1,124.88,124.88
2016,1749,2020,1,41.11,41.11
2016,1756,2020,1,348.14,348.14
2016,1789,2020,1,6246.33,6246.33
2016,1521,2021,1,2248.84,2248.84
2016,1526,2021,1,267.27,267.27
2016,1541,2021,1,34.12,34.12
2016,1557,2021,1,144.06,144.06
2016,1572,2021,1,2063.83,2063.83
2016,1575,2021,1,4536.98,4536.98
2016,1581,2021,1,489.22,489.22
2016,1586,2021,1,571.58,571.58
2016,1594,2021,1,2553.13,2553.13
2016,1604,2021,1,349.82,349.82
2016,1605,2021,1,3922.16,3922.16
2016,1611,2021,1,7516.22,7516.22
2016,1628,2021,1,9598.41,9598.41
2016,1631,2021,1,1404.23,1404.23
2016,1645,2021,1,12921.88,12921.88
2016,1647,2021,1,9.23,9.23
2016,1648,2021,1,360.32,360.32
2016,1654,2021,1,1142.22,1142.22
2016,1655,2021,1,288.60,288.60
2016,1660,2021,1,24.21,24.21
2016,1664,2021,1,1454.25,1454.25
2016,1667,2021,1,4205.08,4205.08
2016,1675,2021,1,3922.16,3922.16
2016,1676,2021,1,2082.48,2082.48
2016,1677,2021,1,196.65,196.65
2016,1679,2021,2,9709.32,4854.66
2016,1680,2021,1,688.02,688.02
2016,1681,2021,2,3405.76,1702.88
2016,1683,2021,1,61.54,61.54
2016,1685,2021,3,11773.79,3924.60
2016,1692,2021,2,4120.58,2060.29
2016,1694,2021,1,1316.75,1316.75
2016,1695,2021,1,8151.65,8151.65
2016,1698,2021,2,25036.27,12518.13
2016,1702,2021,2,4441.01,2220.50
2016,1705,2021,2,5612.54,2806.27
